description,is_gen_pub,source
Wanderer. Tinkerer. Explorer. Rider of bikes.,1,Quebec Mosque Shooting
"Vampires & restaurant creamers still own me, but, honey badgers & Prime telekinetics are close. Very close.",1,Brussel Airport Bombing
The never ending quest for a proper home for the Oakland Athletics.,1,Mesa Shooting
God country NRA navy subvet Christian MAGA coast to coast am WTS,1,Random Samples
Television Journalist,0,Bostong Marathon Bombing
"So what do you base your opinion on, belief or fact???",1,Brussel Airport Bombing
DÔMA Cristovinho Shawn Mendes Charlie Puth  Portugal,1,Random Samples
"Wisconsinite, book worm, lover and a fighter, science and politics nerd, dog mama, queer, partner. No time for nonsense.",1,Quebec Mosque Shooting
 Policy and campaigns for ParkinsonsUK Tweets normally on rugby politics and travel Views my own,1,Random Samples
"Journalist, @Cronkite_ASU c/o 2018, Prod. @TheBlaze1330AM, crew guy @Pac12Networks, FMR news reporter/photo @statepress. Photos: http://t.co/3k3Cieuz5Z",1,Mesa Shooting
South Florida's source for news on @Twitter. Breaking News,0,Bostong Marathon Bombing
Rutgers DPT student 2018 | Boston University alumn 2015 | Alpha Phi Omega Zeta Upsilon. Work hard,1,Bostong Marathon Bombing
Videogames FG study SSBM Marth Peach Idols and various other interesting things I hate Trump LINE  videoneon,1,Random Samples
"Mama 2 a bellisima Jewtalian daughter,rabid SFGiants,NYGiants,NYJets,NYK,NYR fan.DISNEYFAN,Chocoholic,Metal,R & R.Trial Watcher!Child of a Holocaust Survivor",1,Brussel Airport Bombing
The fam,1,Bostong Marathon Bombing
Teacher,1,Bostong Marathon Bombing
We stopped checking for monsters under our bed when we realized they were inside us -The Joker,1,Bostong Marathon Bombing
"Not my President! He is first dictator!  Lover of all animals. Will never turn my head away from one who is suffering or in need. Compassion, empathy, respect",1,Quebec Mosque Shooting
Quaker. Speaking out on issues of privilege & oppression.  I'm not an activist. All I did was get involved--and made time in my life to *stay* involved.  people  food  music and politics!,1,Bostong Marathon Bombing
Scientist. Opposed to obfuscating roots of theocratic fascism. Aspirations: moral/intellectual integrity; courteous/thoughtful discussion; kindness/decency.,1,Brussel Airport Bombing
anti adolf trump,1,Quebec Mosque Shooting
22 Coolin,1,Random Samples
that awkward moment between birth and death,1,Random Samples
Is this place pager friendly?,1,Bostong Marathon Bombing
Science Fiction Book Club Member Number 10 010 160017. Avi is me. Shook hands with Hillary 3/28/2016 #ImWithHer #StrongerTogether,1,Bostong Marathon Bombing
I tweet about everything. Keep up! Retweets aren't always endorsements.,1,Brussel Airport Bombing
Oh I will carry you over fire and water for your love  Was 25 now unfortunately 26  London,1,Random Samples
Grateful to have learned what it is like to live again Now my lifes a moment by moment journey defined by choosing to do the next right thing for my family,1,Random Samples
"Current news about Israeli science, medicine, finance, start-ups, education, humor, culture, politics, agriculture, technology and life in the Middle East",0,Brussel Airport Bombing
"?Don't be mad cause I'm doing me better than you doing you?
Queen Creek, AZ",1,Mesa Shooting
President & CEO of Mesa Chamber of Commerce,1,Mesa Shooting
uro bot account its pretty shit but who cares bro,0,Random Samples
"Progressive. #TheResistance. Generation Oregon Trail. Native Texan. Aggie. Ô_Ô. Lover of puppies, trivia, naps. Tweets=mine. RT=RT. DMs=Unread. List=blocked",1,Quebec Mosque Shooting
Chillona pero chingona James,1,Random Samples
Keep the faith  Husband  Runner  and no doubt many other things to many people...,1,Bostong Marathon Bombing
i'm cold.,1,Brussel Airport Bombing
Not a humorous bio,1,Random Samples
Student,1,Quebec Mosque Shooting
Some like it hot. Including me and I love BBQ!,1,Brussel Airport Bombing
"Politics, music, travel, film, domestic and global issues.Question, listen and observe.Look beyond that TV. Many people one earth. #Peaceispossible",1,Quebec Mosque Shooting
Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,0,Bostong Marathon Bombing
"I loathe gardening, beach-combing, sewing, knitting, Steampunk goth culture, Yorkshire, cricket, and studying Italian.",1,Brussel Airport Bombing
"Imagine Communications. SVP, Global Business Develpoment and Strategic Partnerships",0,Brussel Airport Bombing
Animal/Human Rights Political Animal with Cattitude #Yoga New #Vegan #Books Beer @Amnesty @Greenpeace #KeepTheBan Judge a society by how it treats VULNERABLE,1,Bostong Marathon Bombing
get money 1st,1,Random Samples
Proud liberal feminist living in The Peoples Republic of Austin Resisting Donald Trump every single day,1,Random Samples
MCHS 17 71316 RIP Mama LT 21717 RIP Mama Rita RiseUp nursing major ,1,Random Samples
"Husband, father of 3 & reporter-turned-attorney concentrating in commercial litigation. I tweet about social media, MSM, current events, the law & my life.",0,Quebec Mosque Shooting
Entrepreneur BitCoin Broker Network Marketer Tech founder founder CardioWellnessca httpAllanMarstoncom,0,Random Samples
KellÌ© not Kelly! iDream,1,Bostong Marathon Bombing
News. Food. People. Words.,1,Bostong Marathon Bombing
"Immersive meaningful experiences for 21st Century learning 
EdTech VR storytelling GlobalLearning TeachSDGs
Approved glpe CPD provider",1,Random Samples
USMC- Common Sense Progressive. Can be Rabid if provoked. I BLOCK and REPORT ALL Spammers. RT's Do Not Equal Agreements or Endorsements.,1,Brussel Airport Bombing
WHAS11 News is your source for Louisville,0,Bostong Marathon Bombing
English teacher  SRHS  Adoring Mama Wifey UF alum Professional educatorInspired by positivity hustle  hard workFierce proponent of LVE,1,Random Samples
"USMC 74-79, NEANG 80-82, Retired LEO, BS CJA, MSSM",1,Brussel Airport Bombing
UNH \'19 || TB12 || Dad?,1,Quebec Mosque Shooting
I say yes to stuff and dope shit ensues  Rapperformer photog for AllHipHopYKTVLA hostrap game Googlefrom SuperDuperCrew  iamHBYatgmail for inquiries,1,Random Samples
DJ & Producer,1,Bostong Marathon Bombing
"A progressive political junkie by choice, a Democrat by necessity and a cockeyed optimist eternally. Peace, happiness and compassion for all.",1,Brussel Airport Bombing
"Artist, Illustrator and Art Therapy Intern. #artivism All media is original content",1,Quebec Mosque Shooting
Duncan  Quigley Quagmire in ASOUE  The Good Doctor coming soon to ABC,0,Random Samples
retweets oi you better believe thats an endrosement,1,Random Samples
"Fan, Programming & Marketing Director- @12News Phoenix, AZ- KPNX, NBC, Gannett. Run, eat, coffee & brag about my #awesomekids + #azwx. TV. Chico Grad. Sunrises.",1,Mesa Shooting
"Retired small business owner, proud Obama supporter, a TODbot, OFA, and supports Democratic values!",1,Quebec Mosque Shooting
staff writer at @micnews | indigenous | half moroccan amazigh | half japanese | first secret muslim | chicago raised,0,Bostong Marathon Bombing
Runner,1,Bostong Marathon Bombing
its me!!!! todd krains!!!!,1,Mesa Shooting
Artist/Writer/Script Supervisor/real life River Song,1,Quebec Mosque Shooting
Are you Cubsessed with the Chicago Cubs iamCubsessed too Lets Go Cubs,1,Random Samples
do the most gurl,1,Quebec Mosque Shooting
"SBPDL author
Author of Escape From Detroit: The Collapse of America's Black Metropolis and http://t.co/ugG7cz1nl3 
http://t.co/p5zULr14Qr",0,Brussel Airport Bombing
God first  Aspiring Filmmaker   OKC,1,Random Samples
Digital Health helps to improve access to treatments and to optimise care leading to improved outcomes and more sustainable healthcare Opinions are mine,0,Random Samples
Interesting Texan | B.S. in Psychology | ~News,1,Bostong Marathon Bombing
"tweet, tweet __",1,Quebec Mosque Shooting
"I can reach things on the high shelf. Close, personal friend of Joe Bob Briggs. -Neither gets me anywhere.",1,Brussel Airport Bombing
" Christian Singer Traveler 
DBU bound",1,Random Samples
BTS have my heart  23  Pansexual  Follow my tumblr ,1,Random Samples
I touched down in '86,1,Bostong Marathon Bombing
ItsVocals LODB 314  610 im happiest when I can buy what I want get high when I want,1,Random Samples
I\'m just a ratchet who likes counting all the shoes Allah swt has blessed my life with // RTs + Faves are not endorsements,1,Quebec Mosque Shooting
"Born and raised in the AZ desert. Skeptic,daydreamer,photographer,weather wonk,science geek.",1,Mesa Shooting
Trying to elevate small talk to medium talk.,1,Quebec Mosque Shooting
ôÉôöôâ¯_ ¯_¯±¯¬ô_ ôÉ¯¨¯µ¯µ ôãôãôÄôã ¯¤ôÉ¯±¯¤¯© ¯_¯±¯¬ô_¯© ¯»¯_¯¬ ¯¤ô  ¯»ôÄôöô  ôÉôãôÄ¯© ¯ÂôÉ¯¤ôã ¯¤ôãôÄôöô ,1,Bostong Marathon Bombing
"Designed to inform & educate District 15 Republicans, Independents & like-minded voters on issues,  candidates, and events relevant to Maryland\'s LD-15.",0,Quebec Mosque Shooting
snap brebrestyles52,1,Random Samples
"President, Dallas County East Democrats (DACED)",0,Brussel Airport Bombing
Lobbying is the new word for corruption in developed countries,1,Quebec Mosque Shooting
Trying to elevate small talk to medium talk.,1,Quebec Mosque Shooting
Strong believer in: *Christ *Equality *Human Rights *Standing up for what you believe in *Books make you a better person *Same with dogs,1,Quebec Mosque Shooting
"investor, father, widower, electrical engineer, #followback, unpaid comedian, unweird, golfer, #NBA, #NFL, #MLB, RTs imply endorsement.",1,Brussel Airport Bombing
Latest EU politics news for political professionals & analysts. EU Politics Today is a media monitoring service provided by EIN News.,0,Brussel Airport Bombing
"DJ - Writer - Loner - Fighter - Queer - Human - My wife is Kelly :)
- Music I Like: https://t.co/ZXarZnzsXl",1,Brussel Airport Bombing
snapchat: landon.bailey,1,Quebec Mosque Shooting
Not cool enough for something dope not clever enough for something witty Follow me and see more mediocrity IG Iamhamdi,1,Random Samples
they call me sweet T // GHS //?7.16.14?,1,Mesa Shooting
"a curious, campy & indulgent fallibilist. Tweets r my POV: #Edtech #Fintech #Startups #Politics #EconomicDevelopment #Ecosystem #Mentor #Humanist #Flyboy",1,Quebec Mosque Shooting
"Get Money Out!!  I\'m tired of politics as usual, there has to be a better way!",1,Quebec Mosque Shooting
Nuse for the #hillbilly #hick and #redneck.  Grab yer laptop an' git ta' th' outhouze fer sum reedin'! ya'll mite wanna faller @Rednekked_ fer moe rednek nuse!,0,Bostong Marathon Bombing
"I am a working TV news junkie, I love my Alma mater, my wife, and life. Not in that order.",1,Brussel Airport Bombing
Your looking at the Twitter page of a girl thats gonna rock the world,1,Random Samples
Ham the happy squirrel ? insta: hambammm,1,Mesa Shooting
"Glenn Reynolds, Law Professor, USA Today columnist, TN editor, https://t.co/SM1jr3CxMB.  RTs are not endorsements, but you knew that, right?",0,Brussel Airport Bombing
Southern Baptist~Mother~Wife (of Former Marine)~Conservative American~God Bless our Military #ProLife #2A #RollTide,1,Brussel Airport Bombing
Marine for life Ohio State Buckeye for life Fighter for equality for what the Constitution states all Americans already have I hate racism in all its forms,1,Random Samples
Teacher | Doctoral Candidate | Harvard University,0,Brussel Airport Bombing
I follow other Trump supporters I believe we should stick together and MAGA Trump2020 No lists please,1,Random Samples
Painting the Targets in the Culture War. Oregon born.Washington educated. California Livin' Radio Guy https://t.co/VVv10AMTuf  My opinions.,1,Bostong Marathon Bombing
To bravery and commitment; to love and to sacrifice. #taughtnottrafficked #refugeeswelcome #BLACKLIVESMATTER Proverbs 31:8-9 _ô_Ö_ô_,1,Quebec Mosque Shooting
"Alexis Norice, Chandler High Varsity Cheerleader, Future LMT ??A girl with goals, Class of 2015",1,Mesa Shooting
"An Iowa girl in an Arizona world.  Christian. Wife of  Navy vet. Mom of 2, G'ma of 2.  #ProLife #Benghazi #ImpeachObama #Israel #o4a #lnyhbt #T4USA",1,Mesa Shooting
"I love sports, especially the New York Yankees and NY Giants. Music keeps me sane. #teamfitted #neweracaps
instagram- @hiphopandfitteds",1,Brussel Airport Bombing
Connemara man. Fuelled by lunch. Taking pics. Harping on.  http://t.co/EmqkT9IIoN,1,Bostong Marathon Bombing
"27, Dapper Bi Otterish Gentleman on @scruffapp Gin & Whiskey | Bow Ties & Socks | ENTP & ä»ï¥ äìÂAvi is me _ôïë_ô_| DMs always open | only human",1,Quebec Mosque Shooting
20  Instagram melissamoore7,1,Random Samples
we are all in the hands of the universe,1,Brussel Airport Bombing
Co-founder of White Island Works,0,Bostong Marathon Bombing
HR Guru,1,Random Samples
"The Donald as @POTUS, the best reality program on the planet.",1,Quebec Mosque Shooting
ghs senior// 18,1,Mesa Shooting
snippets of my life,1,Bostong Marathon Bombing
Born w glass bones  paper skin every morning I break my legs every afternoon break my arms at night lie awake in agony til my heart attacks put me to sleep,1,Random Samples
Journalist. Traveller. All-around nice guy.,1,Bostong Marathon Bombing
You win some You lose some End of the day I always get what I want FWMBB,1,Random Samples
Author| Political Analyst| Journalist |Professor of Public Relations| Speaker |Trainer. My Research: Civil Society,0,Bostong Marathon Bombing
"Seattle writer, former \'80s Berkeley teenager",1,Quebec Mosque Shooting
https://t.co/Iuf4QqKFgK.   B&W.   #TheRealGSU  #SouthernNotState ·· Snapchat/IG: itskemo,1,Brussel Airport Bombing
Inspiring Voice Actor,1,Quebec Mosque Shooting
"Developer Evangelist @atlassian. Fan of @BuffaloSabres, @BuffaloBills, @NYYankees, and @UFC. Loves to travel.",1,Brussel Airport Bombing
Reigning King of Latin Boston Pride #TLCArmy #LisaLopes Cape Verdean / Puerto Rican #Libra,1,Bostong Marathon Bombing
"HIV/AIDS Outreach Coordinator for Community Health Center in CT.  I engage people in treatment, administer tests, and partner up w/other CT resource agencies.",0,Quebec Mosque Shooting
Get ready for the premier Country Music Festival coming your way in 2016! Dates: Florence,0,Bostong Marathon Bombing
I am a comedian and writer and I recently failed to watch through the entire Bond Franchise,1,Random Samples
"Very environmental & atheist. I bulk up immensely in winter months. Current diet: the impotent rage of GOP perverts, omnibigots & Scientologists.  #Resist",1,Quebec Mosque Shooting
"VP of Operations, website admin, video editor, husband of Janna, and father of 6yr old son Asa. Christian. Constitutional conservative. 2A. Homeschool.",1,Brussel Airport Bombing
USA in TYRANNY  Born  raised in LAOrange County California Love our Beaches IrishItal ROMAN CATHOLIC  Republican ProLife Pro Israel Support Military,1,Random Samples
Student. Pop culture buff. Tvaholic.,1,Quebec Mosque Shooting
"Husband, father of 3 & reporter-turned-attorney concentrating in commercial litigation. I tweet about social media, MSM, current events, the law & my life.",0,Brussel Airport Bombing
to whom much has been given much is required | UTC Baseball | John 5:24 ë£ë¤,1,Bostong Marathon Bombing
Indiana (Green Bay Packers OWNER),0,Brussel Airport Bombing
"Connecting #Arizona: #Breaking news in #Phoenix, #Scottsdale, #Mesa and more. 
Call 602-444-1212 or email connect@12news.com with news and photos.",1,Mesa Shooting
